Company, Data_Date, Country, ServSize_ml, Item, Calories, Fat_g, SatFat_g, Carbs_g, Fibre_g, Sugars_Total_g
Second Cup,Nov 2021,Canada,473,Matcha Tea Latte - Almond Milk,120,3.5,0.4,20,2,15
Second Cup,Nov 2021,Canada,473,Matcha Tea Latte - Coconut Milk,190,6,6,31,1,26
Second Cup,Nov 2021,Canada,473,Matcha Tea Latte - Skim Milk,190,0.1,0,35,1,31
Second Cup,Nov 2021,Canada,473,Matcha Tea Latte - Soy Milk,170,3.5,0.5,30,1,24
Second Cup,Nov 2021,Canada,591,Matcha Tea Latte - 2% Milk,300,7,4.5,46,1,40
Second Cup,Nov 2021,Canada,591,Matcha Tea Latte - Almond Milk,170,4.5,0.4,30,2,23
Second Cup,Nov 2021,Canada,591,Matcha Tea Latte - Coconut Milk,250,7,7,43,1,36
Second Cup,Nov 2021,Canada,591,Matcha Tea Latte - Skim Milk,250,0.1,0,47,1,41
Second Cup,Nov 2021,Canada,591,Matcha Tea Latte - Soy Milk,230,4.5,0.5,41,1,33
Second Cup,Nov 2021,Canada,354,Classic Hot Chocolate - 2% Milk,370,18,13,45,1,39
Second Cup,Nov 2021,Canada,354,Classic Hot Chocolate - Almond Milk,300,17,11,37,2,30
Second Cup,Nov 2021,Canada,354,Classic Hot Chocolate - Skim Milk,330,15,11,46,1,39
Second Cup,Nov 2021,Canada,354,Classic Hot Chocolate - Soy Milk,340,17,11,43,1,35
Second Cup,Nov 2021,Canada,473,Classic Hot Chocolate - 2% Milk,450,21,15,56,2,48
Second Cup,Nov 2021,Canada,473,Classic Hot Chocolate - Almond Milk,360,19,12,46,3,37
Second Cup,Nov 2021,Canada,473,Classic Hot Chocolate - Skim Milk,410,16,12,57,2,49
Second Cup,Nov 2021,Canada,473,Classic Hot Chocolate - Soy Milk,400,19,12,53,2,44
Second Cup,Nov 2021,Canada,591,Classic Hot Chocolate - 2% Milk,520,23,16,68,2,58
Second Cup,Nov 2021,Canada,591,Classic Hot Chocolate - Almond Milk,410,21,13,55,3,44
Second Cup,Nov 2021,Canada,591,Classic Hot Chocolate - Skim Milk,480,17,13,69,2,59
Second Cup,Nov 2021,Canada,591,Classic Hot Chocolate - Soy Milk,470,21,14,64,2,52
Second Cup,Nov 2021,Canada,354,Vanilla Bean Hot Chocolate Hot Chocolate - 2% Milk,380,18,13,47,1,39
Second Cup,Nov 2021,Canada,354,Vanilla Bean Hot Chocolate Hot Chocolate - Almond Milk,310,16,11,39,1,31
Second Cup,Nov 2021,Canada,354,Vanilla Bean Hot Chocolate Hot Chocolate - Skim Milk,350,14,10,48,1,40
Second Cup,Nov 2021,Canada,354,Vanilla Bean Hot Chocolate Hot Chocolate - Soy Milk,340,16,11,45,1,36
Second Cup,Nov 2021,Canada,473,Vanilla Bean Hot Chocolate Hot Chocolate - 2% Milk,450,20,14,58,1,49
Second Cup,Nov 2021,Canada,473,Vanilla Bean Hot Chocolate Hot Chocolate - Almond Milk,360,18,12,48,2,38
Second Cup,Nov 2021,Canada,473,Vanilla Bean Hot Chocolate Hot Chocolate - Skim Milk,410,16,12,59,1,50
Second Cup,Nov 2021,Canada,473,Vanilla Bean Hot Chocolate Hot Chocolate - Soy Milk,410,16,12,59,1,50
Second Cup,Nov 2021,Canada,591,Vanilla Bean Hot Chocolate Hot Chocolate - 2% Milk,530,23,16,70,1,59
Second Cup,Nov 2021,Canada,591,Vanilla Bean Hot Chocolate Hot Chocolate - Almond Milk,420,20,13,57,2,45
Second Cup,Nov 2021,Canada,591,Vanilla Bean Hot Chocolate Hot Chocolate - Skim Milk,480,17,13,72,1,60
Second Cup,Nov 2021,Canada,591,Vanilla Bean Hot Chocolate Hot Chocolate - Soy Milk,470,20,13,67,1,53
Second Cup,Nov 2021,Canada,354,White Hot Chocolate - 2% Milk,390,21,15,45,0,38
Second Cup,Nov 2021,Canada,354,White Hot Chocolate - Almond Milk,330,19,13,37,1,30
Second Cup,Nov 2021,Canada,354,White Hot Chocolate - Skim Milk,370,17,13,46,0,39
Second Cup,Nov 2021,Canada,354,White Hot Chocolate - Soy Milk,360,19,13,43,0,35
Second Cup,Nov 2021,Canada,473,White Hot Chocolate - 2% Milk,480,24,18,56,0,48
Second Cup,Nov 2021,Canada,473,White Hot Chocolate - Almond Milk,390,22,15,46,1,36
Second Cup,Nov 2021,Canada,473,White Hot Chocolate - Skim Milk,440,19,15,57,0,49
Second Cup,Nov 2021,Canada,473,White Hot Chocolate - Soy Milk,430,22,15,54,0,43
Second Cup,Nov 2021,Canada,591,White Hot Chocolate - 2% Milk,560,27,20,68,0,57
Second Cup,Nov 2021,Canada,591,White Hot Chocolate - Almond Milk,450,24,17,55,1,43
Second Cup,Nov 2021,Canada,591,White Hot Chocolate - Skim Milk,510,21,16,69,0,59
Second Cup,Nov 2021,Canada,591,White Hot Chocolate - Soy Milk,500,24,17,64,0,51
Second Cup,Nov 2021,Canada,354,Brewed Iced Tea - Unsweetended,0,0,0,0,0,0
Second Cup,Nov 2021,Canada,354,Brewed Iced Tea - Sweetended,25,0,0,6,0,6
Second Cup,Nov 2021,Canada,473,Brewed Iced Tea - Unsweetended,0,0,0,0,0,0
Second Cup,Nov 2021,Canada,473,Brewed Iced Tea - Sweetended,50,0,0,13,0,13
Second Cup,Nov 2021,Canada,650,Brewed Iced Tea - Unsweetended,0,0,0,0,0,0
Second Cup,Nov 2021,Canada,650,Brewed Iced Tea - Sweetended,80,0,0,20,0,20
Second Cup,Nov 2021,Canada,354,Flash Cold Brew - Unsweetended,15,0.3,0,3,0,0
Second Cup,Nov 2021,Canada,354,Flash Cold Brew - Sweetended,40,0.3,0,10,0,7
Second Cup,Nov 2021,Canada,473,Flash Cold Brew - Unsweetended,20,0.4,0.2,4,0,0
Second Cup,Nov 2021,Canada,473,Flash Cold Brew - Sweetended,70,0.4,0.2,17,0,13
Second Cup,Nov 2021,Canada,650,Flash Cold Brew - Unsweetended,35,0.5,0.4,6,0,0
Second Cup,Nov 2021,Canada,650,Flash Cold Brew - Sweetended,110,0.5,0.4,26,0,20
Second Cup,Nov 2021,Canada,354,Iced Caffè Latte - 2% Milk,120,4.5,2.5,12,0,11
Second Cup,Nov 2021,Canada,354,Iced Caffè Latte - Almond Milk,35,3,0,2,1,0
Second Cup,Nov 2021,Canada,354,Iced Caffè Latte - Skim Milk,90,0,0,13,0,11
Second Cup,Nov 2021,Canada,354,Iced Caffè Latte - Soy Milk,80,3,0,9,1,6
Second Cup,Nov 2021,Canada,473,Iced Caffè Latte - 2% Milk,140,5,3,14,0,12
Second Cup,Nov 2021,Canada,473,Iced Caffè Latte - Almond Milk,45,3,0,3,1,0
Second Cup,Nov 2021,Canada,473,Iced Caffè Latte - Skim Milk,100,0,0,15,0,13
Second Cup,Nov 2021,Canada,473,Iced Caffè Latte - Soy Milk,90,3,0.5,11,1,7
Second Cup,Nov 2021,Canada,650,Iced Caffè Latte - 2% Milk,180,7,4,17,0,15
Second Cup,Nov 2021,Canada,650,Iced Caffè Latte - Almond Milk,60,4,0,4,1,0
Second Cup,Nov 2021,Canada,650,Iced Caffè Latte - Skim Milk,130,0,0,19,0,16
Second Cup,Nov 2021,Canada,650,Iced Caffè Latte - Soy Milk,120,4,0.5,14,1,9
Second Cup,Nov 2021,Canada,354,Iced Iced Caramel Corretto - 2% Milk,370,19,13,43,0,35
Second Cup,Nov 2021,Canada,354,Iced Iced Caramel Corretto - Almond Milk,310,18,11,36,1,28
Second Cup,Nov 2021,Canada,354,Iced Iced Caramel Corretto - Skim Milk,340,16,11,43,0,36
Second Cup,Nov 2021,Canada,354,Iced Iced Caramel Corretto - Soy Milk,340,18,12,41,0,32
Second Cup,Nov 2021,Canada,473,Iced Iced Caramel Corretto - 2% Milk,430,21,15,54,0,44
Second Cup,Nov 2021,Canada,473,Iced Iced Caramel Corretto - Almond Milk,370,20,13,46,1,35
Second Cup,Nov 2021,Canada,473,Iced Iced Caramel Corretto - Skim Milk,410,17,12,55,0,45
Second Cup,Nov 2021,Canada,473,Iced Iced Caramel Corretto - Soy Milk,400,20,13,52,0,40
Second Cup,Nov 2021,Canada,650,Iced Iced Caramel Corretto - 2% Milk,500,23,16,66,0,53
Second Cup,Nov 2021,Canada,650,Iced Iced Caramel Corretto - Almond Milk,420,21,14,57,1,43
Second Cup,Nov 2021,Canada,650,Iced Iced Caramel Corretto - Skim Milk,470,19,14,67,0,54
Second Cup,Nov 2021,Canada,650,Iced Iced Caramel Corretto - Soy Milk,460,21,14,63,0,49
Second Cup,Nov 2021,Canada,354,Matcha Spice Oat Latte,210,6,1,36,1,18
Second Cup,Nov 2021,Canada,473,Matcha Spice Oat Latte,250,7,1,40,1,18
Second Cup,Nov 2021,Canada,650,Matcha Spice Oat Latte,360,11,1.5,60,1,27
Second Cup,Nov 2021,Canada,354,Iced Moccaccino - 2% Milk,340,19,13,37,1,31
Second Cup,Nov 2021,Canada,354,Iced Moccaccino - Almond Milk,290,18,11,30,2,24
Second Cup,Nov 2021,Canada,354,Iced Moccaccino - Skim Milk,320,16,11,37,1,32
Second Cup,Nov 2021,Canada,354,Iced Moccaccino - Soy Milk,310,18,12,35,1,28
Second Cup,Nov 2021,Canada,473,Iced Moccaccino - 2% Milk,410,21,15,47,1,39
Second Cup,Nov 2021,Canada,473,Iced Moccaccino - Almond Milk,340,20,13,39,2,31
Second Cup,Nov 2021,Canada,473,Iced Moccaccino - Skim Milk,380,17,12,48,1,40
Second Cup,Nov 2021,Canada,473,Iced Moccaccino - Soy Milk,370,20,13,45,1,36
Second Cup,Nov 2021,Canada,650,Iced Moccaccino - 2% Milk,430,21,14,55,2,44
Second Cup,Nov 2021,Canada,650,Iced Moccaccino - Almond Milk,390,21,14,49,2,38
Second Cup,Nov 2021,Canada,650,Iced Moccaccino - Skim Milk,440,19,14,59,2,49
Second Cup,Nov 2021,Canada,650,Iced Moccaccino - Soy Milk,430,21,14,55,2,44
Second Cup,Nov 2021,Canada,354,Iced Pumpkin Spice Latte - 2% Milk,380,20,13,44,0,38
Second Cup,Nov 2021,Canada,354,Iced Pumpkin Spice Latte - Almond Milk,310,18,11,36,1,29
Second Cup,Nov 2021,Canada,354,Iced Pumpkin Spice Latte - Coconut Milk,350,20,15,42,0,36
Second Cup,Nov 2021,Canada,354,Iced Pumpkin Spice Latte - Oat Milk,420,22,12,52,0,32
Second Cup,Nov 2021,Canada,354,Iced Pumpkin Spice Latte - Skim Milk,350,16,11,44,0,39
Second Cup,Nov 2021,Canada,354,Iced Pumpkin Spice Latte - Soy Milk,340,18,12,41,0,34
Second Cup,Nov 2021,Canada,473,Iced Pumpkin Spice Latte - 2% Milk,410,20,13,51,0,44
Second Cup,Nov 2021,Canada,473,Iced Pumpkin Spice Latte - Almond Milk,340,18,12,43,1,36
Second Cup,Nov 2021,Canada,473,Iced Pumpkin Spice Latte - Coconut Milk,380,20,15,50,0,42
Second Cup,Nov 2021,Canada,473,Iced Pumpkin Spice Latte - Oat Milk,450,22,12,9,0,38
Second Cup,Nov 2021,Canada,473,Iced Pumpkin Spice Latte - Skim Milk,380,16,11,52,0,45
Second Cup,Nov 2021,Canada,473,Iced Pumpkin Spice Latte - Soy Milk,370,18,12,49,0,41
Second Cup,Nov 2021,Canada,650,Iced Pumpkin Spice Latte - 2% Milk,540,22,16,75,0,65
Second Cup,Nov 2021,Canada,650,Iced Pumpkin Spice Latte - Almond Milk,460,21,13,66,1,55
Second Cup,Nov 2021,Canada,650,Iced Pumpkin Spice Latte - Coconut Milk,510,22,17,74,0,63
Second Cup,Nov 2021,Canada,650,Iced Pumpkin Spice Latte - Oat Milk,580,25,14,85,0,58
Second Cup,Nov 2021,Canada,650,Iced Pumpkin Spice Latte - Skim Milk,500,18,13,76,0,66
Second Cup,Nov 2021,Canada,650,Iced Pumpkin Spice Latte - Soy Milk,500,21,14,73,0,61
Second Cup,Nov 2021,Canada,354,Iced Vanilla Bean Latte - 2% Milk,180,5,4,27,0,21
Second Cup,Nov 2021,Canada,354,Iced Vanilla Bean Latte - Almond Milk,120,4,2.5,20,1,14
Second Cup,Nov 2021,Canada,354,Iced Vanilla Bean Latte - Skim Milk,150,2.5,2,27,0,22
Second Cup,Nov 2021,Canada,354,Iced Vanilla Bean Latte - Soy Milk,150,4,2.5,25,0,18
Second Cup,Nov 2021,Canada,473,Iced Vanilla Bean Latte - 2% Milk,240,7,5,38,0,30
Second Cup,Nov 2021,Canada,473,Iced Vanilla Bean Latte - Almond Milk,180,6,3.5,30,1,21
Second Cup,Nov 2021,Canada,473,Iced Vanilla Bean Latte - Skim Milk,220,3.5,3,39,0,31
Second Cup,Nov 2021,Canada,473,Iced Vanilla Bean Latte - Soy Milk,210,6,3.5,36,0,26
Second Cup,Nov 2021,Canada,650,Iced Vanilla Bean Latte - 2% Milk,320,9,7,50,0,39
Second Cup,Nov 2021,Canada,650,Iced Vanilla Bean Latte - Almond Milk,240,7,4.5,41,1,29
Second Cup,Nov 2021,Canada,650,Iced Vanilla Bean Latte - Skim Milk,280,5,4.5,51,0,40
Second Cup,Nov 2021,Canada,650,Iced Vanilla Bean Latte - Soy Milk,280,7,4.5,48,0,35
Second Cup,Nov 2021,Canada,354,Italian Soda,110,0,0,27,0,27
Second Cup,Nov 2021,Canada,473,Italian Soda,140,0,0,36,0,36
Second Cup,Nov 2021,Canada,650,Italian Soda,210,0,0,54,0,54
Second Cup,Nov 2021,Canada,354,Mocca Flash Cold Brew,90,2.5,2.5,17,1,14
Second Cup,Nov 2021,Canada,473,Mocca Flash Cold Brew,90,2.5,2.5,17,1,14
Second Cup,Nov 2021,Canada,650,Mocca Flash Cold Brew,190,5,4.5,34,1,28
Second Cup,Nov 2021,Canada,354,Oat Milk Mocca Flash Cold Brew,130,4.5,2.5,21,0,14
Second Cup,Nov 2021,Canada,473,Oat Milk Mocca Flash Cold Brew,140,5,2.5,24,0,15
Second Cup,Nov 2021,Canada,591,Oat Milk Mocca Flash Cold Brew,250,8,5,43,1,29
Second Cup,Nov 2021,Canada,354,Vanilla Bean Flash Cold Brew,100,2.5,2,19,0,14
Second Cup,Nov 2021,Canada,473,Vanilla Bean Flash Cold Brew,100,2.5,2,19,0,14
Second Cup,Nov 2021,Canada,650,Vanilla Bean Flash Cold Brew,200,4.5,4,38,0,29
Second Cup,Nov 2021,Canada,354,Caffè Latte - 2% Milk,120,4.5,2.5,12,0,11
Second Cup,Nov 2021,Canada,354,Caffè Latte - Almond Milk,35,3,0,2,1,0
Second Cup,Nov 2021,Canada,354,Caffè Latte - Skim Milk,90,0,0,13,0,11
Second Cup,Nov 2021,Canada,354,Caffè Latte - Soy Milk,80,3,0,9,1,6
Second Cup,Nov 2021,Canada,473,Caffè Latte - 2% Milk,160,6,3.5,15,0,14
Second Cup,Nov 2021,Canada,473,Caffè Latte - Almond Milk,50,3.5,0,3,1,0
Second Cup,Nov 2021,Canada,473,Caffè Latte - Skim Milk,110,0,0,16,0,15
Second Cup,Nov 2021,Canada,473,Caffè Latte - Soy Milk,100,3.5,0.5,12,1,8
Second Cup,Nov 2021,Canada,591,Caffè Latte - 2% Milk,200,7,4,19,0,17
Second Cup,Nov 2021,Canada,591,Caffè Latte - Almond Milk,60,4.5,0,4,1,0
Second Cup,Nov 2021,Canada,591,Caffè Latte - Skim Milk,140,0,0,20,0,18
Second Cup,Nov 2021,Canada,591,Caffè Latte - Soy Milk,130,4.5,0.5,15,1,10
Second Cup,Nov 2021,Canada,354,Cappuccino - 2% Milk,110,4,2.5,10,0,10
Second Cup,Nov 2021,Canada,354,Cappuccino - Almond Milk,35,3,0,2,1,0
Second Cup,Nov 2021,Canada,354,Cappuccino - Skim Milk,70,0,0,10,0,9
Second Cup,Nov 2021,Canada,354,Cappuccino - Soy Milk,80,3.5,0.5,7,1,5
Second Cup,Nov 2021,Canada,473,Cappuccino - 2% Milk,150,6,4,14,0,14
Second Cup,Nov 2021,Canada,473,Cappuccino - Almond Milk,50,3.5,0,3,1,0
Second Cup,Nov 2021,Canada,473,Cappuccino - Skim Milk,110,0,0,16,0,15
Second Cup,Nov 2021,Canada,473,Cappuccino - Soy Milk,110,5,0.5,10,1,7
Second Cup,Nov 2021,Canada,591,Cappuccino - 2% Milk,170,7,4.5,16,0,16
Second Cup,Nov 2021,Canada,591,Cappuccino - Almond Milk,60,4.5,0,4,1,0
Second Cup,Nov 2021,Canada,591,Cappuccino - Skim Milk,120,0,0.5,18,0,17
Second Cup,Nov 2021,Canada,591,Cappuccino - Soy Milk,120,5,1.5,11,1,8
Second Cup,Nov 2021,Canada,354,Caramel Corretto - 2% Milk,260,8,6,1,0,33
Second Cup,Nov 2021,Canada,354,Caramel Corretto - Almond Milk,190,6,4,33,1,25
Second Cup,Nov 2021,Canada,354,Caramel Corretto - Skim Milk,230,4,3.5,42,0,34
Second Cup,Nov 2021,Canada,354,Caramel Corretto - Soy Milk,220,6,4,39,0,30
Second Cup,Nov 2021,Canada,473,Caramel Corretto - 2% Milk,340,10,8,54,0,44
Second Cup,Nov 2021,Canada,473,Caramel Corretto - Almond Milk,250,8,5,43,1,32
Second Cup,Nov 2021,Canada,473,Caramel Corretto - Skim Milk,300,5,4.5,55,0,44
Second Cup,Nov 2021,Canada,473,Caramel Corretto - Soy Milk,300,8,5,51,0,39
Second Cup,Nov 2021,Canada,591,Caramel Corretto - 2% Milk,430,13,9,67,0,54
Second Cup,Nov 2021,Canada,591,Caramel Corretto - Almond Milk,310,10,6,54,1,40
Second Cup,Nov 2021,Canada,591,Caramel Corretto - Skim Milk,380,7,6,68,0,55
Second Cup,Nov 2021,Canada,591,Caramel Corretto - Soy Milk,370,10,6,63,0,48
Second Cup,Nov 2021,Canada,354,Moccaccino - 2% Milk,330,17,12,38,1,32
Second Cup,Nov 2021,Canada,354,Moccaccino - Almond Milk,260,16,10,30,2,23
Second Cup,Nov 2021,Canada,354,Moccaccino - Skim Milk,300,13,10,38,1,33
Second Cup,Nov 2021,Canada,354,Moccaccino - Soy Milk,290,16,10,35,1,28
Second Cup,Nov 2021,Canada,473,Moccaccino - 2% Milk,410,20,14,49,1,42
Second Cup,Nov 2021,Canada,473,Moccaccino - Almond Milk,320,18,11,39,2,30
Second Cup,Nov 2021,Canada,473,Moccaccino - Skim Milk,370,15,11,50,1,43
Second Cup,Nov 2021,Canada,473,Moccaccino - Soy Milk,360,18,11,46,1,37
Second Cup,Nov 2021,Canada,591,Moccaccino - 2% Milk,490,22,15,61,2,51
Second Cup,Nov 2021,Canada,591,Moccaccino - Almond Milk,380,20,12,48,3,37
Second Cup,Nov 2021,Canada,591,Moccaccino - Skim Milk,440,16,12,63,2,52
Second Cup,Nov 2021,Canada,591,Moccaccino - Soy Milk,430,20,12,58,2,45
Second Cup,Nov 2021,Canada,354,Pumpkin Spice Latte - 2% Milk,260,7,6,40,0,35
Second Cup,Nov 2021,Canada,354,Pumpkin Spice Latte - Almond Milk,190,6,4,32,1,26
Second Cup,Nov 2021,Canada,354,Pumpkin Spice Latte - Skim Milk,230,4,3.5,41,0,35
Second Cup,Nov 2021,Canada,354,Pumpkin Spice Latte - Soy Milk,220,6,4,38,0,31
Second Cup,Nov 2021,Canada,354,Pumpkin Spice Latte - Coconut Milk,230,8,7,39,0,33
Second Cup,Nov 2021,Canada,354,Pumpkin Spice Latte - Oat Milk,300,10,4.5,49,0,28
Second Cup,Nov 2021,Canada,473,Pumpkin Spice Latte - 2% Milk,320,9,6,50,0,44
Second Cup,Nov 2021,Canada,473,Pumpkin Spice Latte - Almond Milk,230,7,4,40,1,32
Second Cup,Nov 2021,Canada,473,Pumpkin Spice Latte - Skim Milk,280,4,3.5,51,0,45
Second Cup,Nov 2021,Canada,473,Pumpkin Spice Latte - Soy Milk,270,7,4,48,0,39
Second Cup,Nov 2021,Canada,473,Pumpkin Spice Latte - Coconut Milk,280,9,8,49,0,41
Second Cup,Nov 2021,Canada,473,Pumpkin Spice Latte - Oat Milk,370,12,4.5,62,0,35
Second Cup,Nov 2021,Canada,591,Pumpkin Spice Latte - 2% Milk,460,12,9,76,0,66
Second Cup,Nov 2021,Canada,591,Pumpkin Spice Latte - Almond Milk,350,10,6,65,1,52
Second Cup,Nov 2021,Canada,591,Pumpkin Spice Latte - Skim Milk,410,6,5,77,0,67
Second Cup,Nov 2021,Canada,591,Pumpkin Spice Latte - Soy Milk,400,10,6,73,0,60
Second Cup,Nov 2021,Canada,591,Pumpkin Spice Latte - Coconut Milk,420,12,12,74,0,63
Second Cup,Nov 2021,Canada,591,Pumpkin Spice Latte - Oat Milk,530,16,7,90,0,55
Second Cup,Nov 2021,Canada,354,Vanilla Bean Latte - 2% Milk,190,6,4.5,28,0,23
Second Cup,Nov 2021,Canada,354,Vanilla Bean Latte - Almond Milk,130,4.5,2.5,20,1,14
Second Cup,Nov 2021,Canada,354,Vanilla Bean Latte - Skim Milk,170,2.5,2,29,0,24
Second Cup,Nov 2021,Canada,354,Vanilla Bean Latte - Soy Milk,160,4.5,0,26,0,19
Second Cup,Nov 2021,Canada,473,Vanilla Bean Latte - 2% Milk,280,8,6,41,0,33
Second Cup,Nov 2021,Canada,473,Vanilla Bean Latte - Almond Milk,190,6,3.5,31,1,21
Second Cup,Nov 2021,Canada,473,Vanilla Bean Latte - Skim Milk,240,3.5,3,42,0,34
Second Cup,Nov 2021,Canada,473,Vanilla Bean Latte - Soy Milk,230,6,3.5,38,0,28
Second Cup,Nov 2021,Canada,591,Vanilla Bean Latte - 2% Milk,360,11,8,54,0,43
Second Cup,Nov 2021,Canada,591,Vanilla Bean Latte - Almond Milk,250,8,4.5,41,1,29
Second Cup,Nov 2021,Canada,591,Vanilla Bean Latte - Skim Milk,310,5,4.5,55,0,44
Second Cup,Nov 2021,Canada,591,Vanilla Bean Latte - Soy Milk,300,8,5,50,0,37


